[34m2013-10-24 07:32:26,610  INFO | main | org.springframework.web.context.ContextLoader           | Root WebApplicationContext: initialization started 
[0;39m[39m2013-10-24 07:32:36,601 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select : finishing up [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,601 DEBUG | main | org.hibernate.hql.ast.HqlSqlWalker                      | processQuery() :  ( SELECT ( {select clause} ( count report0_.id ) ) ( FromClause{level=1} enterprise.reports report0_ ) ( where ( in ( report0_.id report0_.id id ) ( inList ? ) ) ) ) 
[0;39m[39m2013-10-24 07:32:36,601 DEBUG | main | org.hibernate.hql.ast.util.JoinProcessor                | Using FROM fragment [enterprise.reports report0_] 
[0;39m[39m2013-10-24 07:32:36,601 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select >> end [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,602 DEBUG | main | org.hibernate.hql.ast.AST                               | --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (enterprise.reports)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[COUNT] CountNode: 'count'
    |  |  \-[ALIAS_REF] IdentNode: 'report0_.id' {alias=r, className=sp.model.Report, tableAlias=report0_}
    |  \-[SELECT_COLUMNS] SqlNode: ' as col_0_0_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[r], fromElementByTableAlias=[report0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'enterprise.reports report0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=r,role=null,tableName=enterprise.reports,tableAlias=report0_,origin=null,columns={,className=sp.model.Report}}
    \-[WHERE] SqlNode: 'where'
       \-[IN] InLogicOperatorNode: 'in'
          +-[DOT] DotNode: 'report0_.id' {propertyName=id,dereferenceType=ALL,propertyPath=id,path=r.id,tableAlias=report0_,className=sp.model.Report,classAlias=r}
          |  +-[ALIAS_REF] IdentNode: 'report0_.id' {alias=r, className=sp.model.Report, tableAlias=report0_}
          |  \-[IDENT] IdentNode: 'id' {originalText=id}
          \-[IN_LIST] SqlNode: 'inList'
             \-[NAMED_PARAM] ParameterNode: '?' {name=ids, expectedType=org.hibernate.type.LongType@ae3d62}
 
[0;39m[39m2013-10-24 07:32:36,602 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,602 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | HQL: select count(r) from sp.model.Report r where r.id IN :ids 
[0;39m[39m2013-10-24 07:32:36,602 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | SQL: select count(report0_.id) as col_0_0_ from enterprise.reports report0_ where report0_.id in (?) 
[0;39m[39m2013-10-24 07:32:36,602 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,603 DEBUG | main | org.hibernate.impl.SessionFactoryImpl                   | Checking named query: Report.getReportsByIds 
[0;39m[39m2013-10-24 07:32:36,603 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | parse() - HQL: select r from sp.model.Report r where r.id IN :ids 
[0;39m[39m2013-10-24 07:32:36,608 DEBUG | main | org.hibernate.hql.ast.AST                               | --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'from'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[IDENT] Node: 'sp'
    |  |     |  |  \-[IDENT] Node: 'model'
    |  |     |  \-[IDENT] Node: 'Report'
    |  |     \-[ALIAS] Node: 'r'
    |  \-[SELECT] Node: 'select'
    |     \-[IDENT] Node: 'r'
    \-[WHERE] Node: 'where'
       \-[IN] Node: 'in'
          +-[DOT] Node: '.'
          |  +-[IDENT] Node: 'r'
          |  \-[IDENT] Node: 'id'
          \-[IN_LIST] Node: 'inList'
             \-[COLON] Node: ':'
                \-[IDENT] Node: 'ids'
 
[0;39m[39m2013-10-24 07:32:36,608 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,608 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select << begin [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,609 DEBUG | main | org.hibernate.hql.ast.tree.FromElement                  | FromClause{level=1} :  sp.model.Report (r) -> report0_ 
[0;39m[39m2013-10-24 07:32:36,609 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> report0_.id 
[0;39m[39m2013-10-24 07:32:36,609 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> report0_.id 
[0;39m[39m2013-10-24 07:32:36,610 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | getDataType() : id -> org.hibernate.type.LongType@ae3d62 
[0;39m[39m2013-10-24 07:32:36,610 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r.id -> report0_.id 
[0;39m[39m2013-10-24 07:32:36,610 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select : finishing up [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,610 DEBUG | main | org.hibernate.hql.ast.HqlSqlWalker                      | processQuery() :  ( SELECT ( {select clause} report0_.id ) ( FromClause{level=1} enterprise.reports report0_ ) ( where ( in ( report0_.id report0_.id id ) ( inList ? ) ) ) ) 
[0;39m[39m2013-10-24 07:32:36,610 DEBUG | main | org.hibernate.hql.ast.util.JoinProcessor                | Using FROM fragment [enterprise.reports report0_] 
[0;39m[39m2013-10-24 07:32:36,610 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select >> end [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,611 DEBUG | main | org.hibernate.hql.ast.AST                               | --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (enterprise.reports)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'report0_.id as id11_' {alias=r, className=sp.model.Report, tableAlias=report0_}
    |  \-[SQL_TOKEN] SqlFragment: 'report0_.activity as activity11_, report0_.endDate as endDate11_, report0_.performer as performer11_, report0_.startDate as startDate11_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[r], fromElementByTableAlias=[report0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'enterprise.reports report0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=r,role=null,tableName=enterprise.reports,tableAlias=report0_,origin=null,columns={,className=sp.model.Report}}
    \-[WHERE] SqlNode: 'where'
       \-[IN] InLogicOperatorNode: 'in'
          +-[DOT] DotNode: 'report0_.id' {propertyName=id,dereferenceType=ALL,propertyPath=id,path=r.id,tableAlias=report0_,className=sp.model.Report,classAlias=r}
          |  +-[ALIAS_REF] IdentNode: 'report0_.id' {alias=r, className=sp.model.Report, tableAlias=report0_}
          |  \-[IDENT] IdentNode: 'id' {originalText=id}
          \-[IN_LIST] SqlNode: 'inList'
             \-[NAMED_PARAM] ParameterNode: '?' {name=ids, expectedType=org.hibernate.type.LongType@ae3d62}
 
[0;39m[39m2013-10-24 07:32:36,611 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,611 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | HQL: select r from sp.model.Report r where r.id IN :ids 
[0;39m[39m2013-10-24 07:32:36,612 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | SQL: select report0_.id as id11_, report0_.activity as activity11_, report0_.endDate as endDate11_, report0_.performer as performer11_, report0_.startDate as startDate11_ from enterprise.reports report0_ where report0_.id in (?) 
[0;39m[39m2013-10-24 07:32:36,612 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,612 DEBUG | main | org.hibernate.impl.SessionFactoryImpl                   | Checking named query: Report.getReportsByPeriod 
[0;39m[39m2013-10-24 07:32:36,613 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | parse() - HQL: select r from sp.model.Report r where r.startDate >= :startDate and r.endDate <= :endDate 
[0;39m[39m2013-10-24 07:32:36,618 DEBUG | main | org.hibernate.hql.ast.AST                               | --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'from'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[IDENT] Node: 'sp'
    |  |     |  |  \-[IDENT] Node: 'model'
    |  |     |  \-[IDENT] Node: 'Report'
    |  |     \-[ALIAS] Node: 'r'
    |  \-[SELECT] Node: 'select'
    |     \-[IDENT] Node: 'r'
    \-[WHERE] Node: 'where'
       \-[AND] Node: 'and'
          +-[GE] Node: '>='
          |  +-[DOT] Node: '.'
          |  |  +-[IDENT] Node: 'r'
          |  |  \-[IDENT] Node: 'startDate'
          |  \-[COLON] Node: ':'
          |     \-[IDENT] Node: 'startDate'
          \-[LE] Node: '<='
             +-[DOT] Node: '.'
             |  +-[IDENT] Node: 'r'
             |  \-[IDENT] Node: 'endDate'
             \-[COLON] Node: ':'
                \-[IDENT] Node: 'endDate'
 
[0;39m[39m2013-10-24 07:32:36,618 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,619 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select << begin [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,619 DEBUG | main | org.hibernate.hql.ast.tree.FromElement                  | FromClause{level=1} :  sp.model.Report (r) -> report0_ 
[0;39m[39m2013-10-24 07:32:36,619 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> report0_.id 
[0;39m[39m2013-10-24 07:32:36,619 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> report0_.id 
[0;39m[39m2013-10-24 07:32:36,620 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | getDataType() : startDate -> org.hibernate.type.DateType@e175f3 
[0;39m[39m2013-10-24 07:32:36,620 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r.startDate -> report0_.startDate 
[0;39m[39m2013-10-24 07:32:36,620 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> report0_.id 
[0;39m[39m2013-10-24 07:32:36,620 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | getDataType() : endDate -> org.hibernate.type.DateType@e175f3 
[0;39m[39m2013-10-24 07:32:36,621 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r.endDate -> report0_.endDate 
[0;39m[39m2013-10-24 07:32:36,621 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select : finishing up [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,621 DEBUG | main | org.hibernate.hql.ast.HqlSqlWalker                      | processQuery() :  ( SELECT ( {select clause} report0_.id ) ( FromClause{level=1} enterprise.reports report0_ ) ( where ( and ( >= ( report0_.startDate report0_.id startDate ) ? ) ( <= ( report0_.endDate report0_.id endDate ) ? ) ) ) ) 
[0;39m[39m2013-10-24 07:32:36,622 DEBUG | main | org.hibernate.hql.ast.util.JoinProcessor                | Using FROM fragment [enterprise.reports report0_] 
[0;39m[39m2013-10-24 07:32:36,622 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select >> end [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,622 DEBUG | main | org.hibernate.hql.ast.AST                               | --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (enterprise.reports)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'report0_.id as id11_' {alias=r, className=sp.model.Report, tableAlias=report0_}
    |  \-[SQL_TOKEN] SqlFragment: 'report0_.activity as activity11_, report0_.endDate as endDate11_, report0_.performer as performer11_, report0_.startDate as startDate11_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[r], fromElementByTableAlias=[report0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'enterprise.reports report0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=r,role=null,tableName=enterprise.reports,tableAlias=report0_,origin=null,columns={,className=sp.model.Report}}
    \-[WHERE] SqlNode: 'where'
       \-[AND] SqlNode: 'and'
          +-[GE] BinaryLogicOperatorNode: '>='
          |  +-[DOT] DotNode: 'report0_.startDate' {propertyName=startDate,dereferenceType=ALL,propertyPath=startDate,path=r.startDate,tableAlias=report0_,className=sp.model.Report,classAlias=r}
          |  |  +-[ALIAS_REF] IdentNode: 'report0_.id' {alias=r, className=sp.model.Report, tableAlias=report0_}
          |  |  \-[IDENT] IdentNode: 'startDate' {originalText=startDate}
          |  \-[NAMED_PARAM] ParameterNode: '?' {name=startDate, expectedType=org.hibernate.type.DateType@e175f3}
          \-[LE] BinaryLogicOperatorNode: '<='
             +-[DOT] DotNode: 'report0_.endDate' {propertyName=endDate,dereferenceType=ALL,propertyPath=endDate,path=r.endDate,tableAlias=report0_,className=sp.model.Report,classAlias=r}
             |  +-[ALIAS_REF] IdentNode: 'report0_.id' {alias=r, className=sp.model.Report, tableAlias=report0_}
             |  \-[IDENT] IdentNode: 'endDate' {originalText=endDate}
             \-[NAMED_PARAM] ParameterNode: '?' {name=endDate, expectedType=org.hibernate.type.DateType@e175f3}
 
[0;39m[39m2013-10-24 07:32:36,623 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,623 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | HQL: select r from sp.model.Report r where r.startDate >= :startDate and r.endDate <= :endDate 
[0;39m[39m2013-10-24 07:32:36,623 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | SQL: select report0_.id as id11_, report0_.activity as activity11_, report0_.endDate as endDate11_, report0_.performer as performer11_, report0_.startDate as startDate11_ from enterprise.reports report0_ where report0_.startDate>=? and report0_.endDate<=? 
[0;39m[39m2013-10-24 07:32:36,623 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,624 DEBUG | main | org.hibernate.impl.SessionFactoryImpl                   | Checking named query: Report.hasReport 
[0;39m[39m2013-10-24 07:32:36,624 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | parse() - HQL: select r from sp.model.Report r where r.id = :id 
[0;39m[39m2013-10-24 07:32:36,628 DEBUG | main | org.hibernate.hql.ast.AST                               | --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'from'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[IDENT] Node: 'sp'
    |  |     |  |  \-[IDENT] Node: 'model'
    |  |     |  \-[IDENT] Node: 'Report'
    |  |     \-[ALIAS] Node: 'r'
    |  \-[SELECT] Node: 'select'
    |     \-[IDENT] Node: 'r'
    \-[WHERE] Node: 'where'
       \-[EQ] Node: '='
          +-[DOT] Node: '.'
          |  +-[IDENT] Node: 'r'
          |  \-[IDENT] Node: 'id'
          \-[COLON] Node: ':'
             \-[IDENT] Node: 'id'
 
[0;39m[39m2013-10-24 07:32:36,628 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,628 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select << begin [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,629 DEBUG | main | org.hibernate.hql.ast.tree.FromElement                  | FromClause{level=1} :  sp.model.Report (r) -> report0_ 
[0;39m[39m2013-10-24 07:32:36,629 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> report0_.id 
[0;39m[39m2013-10-24 07:32:36,629 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> report0_.id 
[0;39m[39m2013-10-24 07:32:36,629 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | getDataType() : id -> org.hibernate.type.LongType@ae3d62 
[0;39m[39m2013-10-24 07:32:36,629 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r.id -> report0_.id 
[0;39m[39m2013-10-24 07:32:36,630 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select : finishing up [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,630 DEBUG | main | org.hibernate.hql.ast.HqlSqlWalker                      | processQuery() :  ( SELECT ( {select clause} report0_.id ) ( FromClause{level=1} enterprise.reports report0_ ) ( where ( = ( report0_.id report0_.id id ) ? ) ) ) 
[0;39m[39m2013-10-24 07:32:36,630 DEBUG | main | org.hibernate.hql.ast.util.JoinProcessor                | Using FROM fragment [enterprise.reports report0_] 
[0;39m[39m2013-10-24 07:32:36,630 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select >> end [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,631 DEBUG | main | org.hibernate.hql.ast.AST                               | --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (enterprise.reports)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'report0_.id as id11_' {alias=r, className=sp.model.Report, tableAlias=report0_}
    |  \-[SQL_TOKEN] SqlFragment: 'report0_.activity as activity11_, report0_.endDate as endDate11_, report0_.performer as performer11_, report0_.startDate as startDate11_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[r], fromElementByTableAlias=[report0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'enterprise.reports report0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=r,role=null,tableName=enterprise.reports,tableAlias=report0_,origin=null,columns={,className=sp.model.Report}}
    \-[WHERE] SqlNode: 'where'
       \-[EQ] BinaryLogicOperatorNode: '='
          +-[DOT] DotNode: 'report0_.id' {propertyName=id,dereferenceType=ALL,propertyPath=id,path=r.id,tableAlias=report0_,className=sp.model.Report,classAlias=r}
          |  +-[ALIAS_REF] IdentNode: 'report0_.id' {alias=r, className=sp.model.Report, tableAlias=report0_}
          |  \-[IDENT] IdentNode: 'id' {originalText=id}
          \-[NAMED_PARAM] ParameterNode: '?' {name=id, expectedType=org.hibernate.type.LongType@ae3d62}
 
[0;39m[39m2013-10-24 07:32:36,631 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,631 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | HQL: select r from sp.model.Report r where r.id = :id 
[0;39m[39m2013-10-24 07:32:36,632 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | SQL: select report0_.id as id11_, report0_.activity as activity11_, report0_.endDate as endDate11_, report0_.performer as performer11_, report0_.startDate as startDate11_ from enterprise.reports report0_ where report0_.id=? 
[0;39m[39m2013-10-24 07:32:36,632 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,632 DEBUG | main | org.hibernate.impl.SessionFactoryImpl                   | Checking named query: Report.getAllReports 
[0;39m[39m2013-10-24 07:32:36,632 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | parse() - HQL: select r from sp.model.Report r 
[0;39m[39m2013-10-24 07:32:36,635 DEBUG | main | org.hibernate.hql.ast.AST                               | --- HQL AST ---
 \-[QUERY] Node: 'query'
    \-[SELECT_FROM] Node: 'SELECT_FROM'
       +-[FROM] Node: 'from'
       |  \-[RANGE] Node: 'RANGE'
       |     +-[DOT] Node: '.'
       |     |  +-[DOT] Node: '.'
       |     |  |  +-[IDENT] Node: 'sp'
       |     |  |  \-[IDENT] Node: 'model'
       |     |  \-[IDENT] Node: 'Report'
       |     \-[ALIAS] Node: 'r'
       \-[SELECT] Node: 'select'
          \-[IDENT] Node: 'r'
 
[0;39m[39m2013-10-24 07:32:36,635 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,635 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select << begin [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,636 DEBUG | main | org.hibernate.hql.ast.tree.FromElement                  | FromClause{level=1} :  sp.model.Report (r) -> report0_ 
[0;39m[39m2013-10-24 07:32:36,636 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> report0_.id 
[0;39m[39m2013-10-24 07:32:36,636 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select : finishing up [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,636 DEBUG | main | org.hibernate.hql.ast.HqlSqlWalker                      | processQuery() :  ( SELECT ( {select clause} report0_.id ) ( FromClause{level=1} enterprise.reports report0_ ) ) 
[0;39m[39m2013-10-24 07:32:36,637 DEBUG | main | org.hibernate.hql.ast.util.JoinProcessor                | Using FROM fragment [enterprise.reports report0_] 
[0;39m[39m2013-10-24 07:32:36,637 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select >> end [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,638 DEBUG | main | org.hibernate.hql.ast.AST                               | --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (enterprise.reports)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'report0_.id as id11_' {alias=r, className=sp.model.Report, tableAlias=report0_}
    |  \-[SQL_TOKEN] SqlFragment: 'report0_.activity as activity11_, report0_.endDate as endDate11_, report0_.performer as performer11_, report0_.startDate as startDate11_'
    \-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[r], fromElementByTableAlias=[report0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
       \-[FROM_FRAGMENT] FromElement: 'enterprise.reports report0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=r,role=null,tableName=enterprise.reports,tableAlias=report0_,origin=null,columns={,className=sp.model.Report}}
 
[0;39m[39m2013-10-24 07:32:36,638 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,638 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | HQL: select r from sp.model.Report r 
[0;39m[39m2013-10-24 07:32:36,638 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | SQL: select report0_.id as id11_, report0_.activity as activity11_, report0_.endDate as endDate11_, report0_.performer as performer11_, report0_.startDate as startDate11_ from enterprise.reports report0_ 
[0;39m[39m2013-10-24 07:32:36,638 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,638 DEBUG | main | org.hibernate.impl.SessionFactoryImpl                   | Checking named query: Register.countAll 
[0;39m[39m2013-10-24 07:32:36,639 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | parse() - HQL: select count(r.op) from sp.model.Register r 
[0;39m[39m2013-10-24 07:32:36,641 DEBUG | main | org.hibernate.hql.ast.AST                               | --- HQL AST ---
 \-[QUERY] Node: 'query'
    \-[SELECT_FROM] Node: 'SELECT_FROM'
       +-[FROM] Node: 'from'
       |  \-[RANGE] Node: 'RANGE'
       |     +-[DOT] Node: '.'
       |     |  +-[DOT] Node: '.'
       |     |  |  +-[IDENT] Node: 'sp'
       |     |  |  \-[IDENT] Node: 'model'
       |     |  \-[IDENT] Node: 'Register'
       |     \-[ALIAS] Node: 'r'
       \-[SELECT] Node: 'select'
          \-[COUNT] Node: 'count'
             \-[DOT] Node: '.'
                +-[IDENT] Node: 'r'
                \-[IDENT] Node: 'op'
 
[0;39m[39m2013-10-24 07:32:36,641 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:32:36,642 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select << begin [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,642 DEBUG | main | org.hibernate.hql.ast.tree.FromElement                  | FromClause{level=1} :  sp.model.Register (r) -> register0_ 
[0;39m[39m2013-10-24 07:32:36,642 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> (register0_.id, register0_.op_id, register0_.user_id) 
[0;39m[39m2013-10-24 07:32:36,642 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | getDataType() : op -> org.hibernate.type.ManyToOneType(sp.model.Op) 
[0;39m[39m2013-10-24 07:32:36,642 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | dereferenceEntityJoin() : generating join for op in sp.model.Register {no alias} parent = [ {null} ] 
[0;39m[39m2013-10-24 07:32:36,642 DEBUG | main | org.hibernate.hql.ast.tree.FromElement                  | FromClause{level=1} :  sp.model.Op (no alias) -> op1_ 
[0;39m[39m2013-10-24 07:32:36,643 DEBUG | main | org.hibernate.hql.ast.tree.FromClause                   | addJoinByPathMap() : r.op -> ImpliedFromElement{implied,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=null,role=null,tableName=registry.ops,tableAlias=op1_,origin=registry.registers register0_,columns={register0_.op_id ,className=sp.model.Op}} 
[0;39m[39m2013-10-24 07:32:36,643 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r.op -> register0_.op_id 
[0;39m[39m2013-10-24 07:32:36,643 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select : finishing up [level=1, statement=select] 
[0;39m[39m2013-10-24 07:32:36,643 DEBUG | main | org.hibernate.hql.ast.HqlSqlWalker                      | processQuery() :  ( SELECT ( {select clause} ( count ( register0_.op_id (register0_.id, register0_.op_id, register0_.user_id) op ) ) ) ( FromClause{level=1} ( registry.registers register0_ registry.ops op1_ ) ) ) 
[0;39m[39m2013-10-24 07:32:36,643 DEBUG | main | org.hibernate.hql.ast.util.JoinProcessor                | Using FROM fragment [registry.registers register0_] 
[0;39m[39m2013-10-24 07:32:36,643 DEBUG | main | org.hibernate.hql.ast.util.SyntheticAndFactory          | Using unprocessed WHERE-fragment [register0_.op_id=op1_.id] 
[0;39m[39m2013-10-24 07:32:36,643 DEBUG | main | org.hibernate.hql.ast.util.SyntheticAndFactory          | Using processed WHERE-fragment [register0_.op_id=op1_.id] 
